Suburb,Address,Rooms,Type,Price,Date,Distance,Postcode,Bathroom,Car,Landsize
Reservoir,3/68 Northernhay St,2,t,568000,12/11/2016,11.2,3073,1,1,120
Reservoir,4/62 St Vigeons Rd,2,u,350000,12/11/2016,11.2,3073,1,1,102
Reservoir,3/14 Aberdeen St,2,u,452000,13/08/2016,11.2,3073,1,1,0
Reservoir,9/99 Barton St,2,u,335000,13/08/2016,11.2,3073,1,1,0
Reservoir,7 Caddy Ct,3,h,585000,13/08/2016,11.2,3073,1,3,620
Reservoir,2/7 Mattea Ct,2,u,360000,13/08/2016,11.2,3073,1,1,139
Reservoir,3/7 Mattea Ct,2,u,380000,13/08/2016,11.2,3073,1,1,220
Reservoir,12 Nisbett St,3,h,546000,13/08/2016,11.2,3073,1,2,592
Reservoir,1/73 Purinuan Rd,3,u,400000,13/08/2016,11.2,3073,1,1,172
Reservoir,249 Spring St,4,h,1700000,13/08/2016,11.2,3073,2,4,601
Reservoir,28 Black St,3,h,592500,14/05/2016,11.2,3073,2,1,215
Reservoir,60 Powell St,3,h,830000,14/05/2016,11.2,3073,1,1,509
Reservoir,3/94 Purinuan Rd,2,u,360000,14/05/2016,11.2,3073,1,1,132
Reservoir,83 Royal Pde,3,h,655000,14/05/2016,11.2,3073,1,1,644
Reservoir,1/104 Cheddar Rd,3,h,410000,15/10/2016,11.2,3073,1,1,250
Reservoir,115 Cheddar Rd,2,h,836000,15/10/2016,11.2,3073,1,1,931
Reservoir,13 Clements Gr,2,h,635000,15/10/2016,11.2,3073,2,2,654
Reservoir,117 Darebin Bvd,4,h,811000,15/10/2016,11.2,3073,2,3,525
Reservoir,24 Epstein St,2,h,650000,15/10/2016,11.2,3073,1,1,750
Reservoir,16 North Rd,3,h,765000,15/10/2016,11.2,3073,1,2,551
Reservoir,2/102 Rathcown Rd,2,u,440000,15/10/2016,11.2,3073,1,2,132
Reservoir,61 Southernhay St,3,h,715000,15/10/2016,11.2,3073,2,2,251
Reservoir,9 Ayr St,4,h,670000,16/04/2016,11.2,3073,2,2,578
Reservoir,1/18 Duffy St,2,u,376000,16/04/2016,11.2,3073,1,1,104
Reservoir,2/963 High St,2,u,323000,16/04/2016,11.2,3073,1,1,0
Reservoir,119 Hughes Pde,3,h,680000,16/04/2016,11.2,3073,1,4,527
Reservoir,2/27 Kenilworth St,2,t,530000,16/04/2016,11.2,3073,1,1,0
Reservoir,39 Mason St,4,h,786000,16/04/2016,11.2,3073,3,1,595
Reservoir,4/7 Pershing St,2,u,390000,16/04/2016,11.2,3073,1,1,122
Reservoir,8 Willoughby St,3,h,650000,16/04/2016,11.2,3073,1,2,468
Reservoir,5 Zinnia St,3,h,540000,16/04/2016,11.2,3073,1,2,496
Reservoir,43 Barry St,3,h,685000,16/07/2016,11.2,3073,1,1,497
Reservoir,2 Carrington Rd,3,h,800000,16/07/2016,11.2,3073,2,3,574
Reservoir,4 Dennis St,3,h,830000,16/07/2016,11.2,3073,1,2,671
Reservoir,2/14 Drysdale St,2,u,330000,16/07/2016,11.2,3073,1,1,90
Reservoir,12 Ida Ct,3,h,539000,16/07/2016,11.2,3073,1,1,474
Reservoir,79 Darebin Bvd,3,h,622500,17/09/2016,11.2,3073,1,1,456
Reservoir,89 Darebin Bvd,4,h,767500,17/09/2016,11.2,3073,2,2,834
Reservoir,15 Down St,3,h,780000,17/09/2016,11.2,3073,1,2,464
Reservoir,18 Elizabeth Ct,3,h,668000,17/09/2016,11.2,3073,2,1,618
Reservoir,53 Northernhay St,4,h,1215000,17/09/2016,11.2,3073,2,4,748
Reservoir,5 Birdwood St,3,h,1120000,18/03/2017,11.2,3073,1,2,744
Reservoir,1/26 Chaleyer St,3,u,470000,18/03/2017,11.2,3073,1,2,159
Reservoir,75 Cheddar Rd,3,h,800000,18/03/2017,11.2,3073,1,1,858
Reservoir,192 Edwardes St,2,h,1700000,18/03/2017,11.2,3073,1,6,1041
Reservoir,4 Hickford St,3,h,655000,18/03/2017,11.2,3073,2,2,456
Reservoir,12 Kinkora Rd,3,h,885000,18/03/2017,11.2,3073,1,2,518
Reservoir,28A McMahon Rd,2,h,510000,18/03/2017,11.2,3073,1,2,268
Reservoir,1/12 Merino St,2,u,440000,18/03/2017,11.2,3073,1,1,183
Reservoir,12 Borrie St,3,h,703000,18/06/2016,11.2,3073,2,1,597
Reservoir,1/5 Daventry St,2,u,424000,18/06/2016,11.2,3073,1,1,141
Reservoir,11 Elsey Rd,4,h,750000,18/06/2016,11.2,3073,1,2,747
Reservoir,25 Florence Cl,3,h,613000,18/06/2016,11.2,3073,1,2,745
Reservoir,6 McShane St,3,h,779000,18/06/2016,11.2,3073,1,2,945
Reservoir,1 Nisbett St,2,t,425000,18/06/2016,11.2,3073,1,1,145
Reservoir,85 Radford Rd,5,h,791000,18/06/2016,11.2,3073,3,1,961
Reservoir,3 Sheargold Ct,3,h,475000,18/06/2016,11.2,3073,1,1,535
Reservoir,50 Gloucester St,3,h,950000,19/11/2016,11.2,3073,2,2,565
Reservoir,3/141 Hickford St,2,u,352000,19/11/2016,11.2,3073,1,1,0
Reservoir,24 Ludeman Ct,4,h,730000,19/11/2016,11.2,3073,1,2,770
Reservoir,140 Purinuan Rd,2,h,791000,19/11/2016,11.2,3073,1,3,720
Reservoir,6 Rodman St,3,h,905000,19/11/2016,11.2,3073,1,2,950
Reservoir,2/152 St Vigeons Rd,2,u,480000,19/11/2016,11.2,3073,2,1,145
Reservoir,13 Whitby St,3,h,767000,19/11/2016,11.2,3073,1,2,561
Reservoir,26 York St,3,h,871000,19/11/2016,11.2,3073,1,3,614
Reservoir,1/15 Chenies St,3,u,450000,22/05/2016,11.2,3073,1,2,179
Reservoir,10 Gilbank St,3,h,921500,22/05/2016,11.2,3073,2,1,527
Reservoir,2/10 Odowd St,2,t,490000,22/05/2016,11.2,3073,1,1,126
Reservoir,13 Southernhay St,3,h,787000,22/05/2016,11.2,3073,1,1,563
Reservoir,8/99 Barton St,2,u,300000,22/08/2016,11.2,3073,1,1,0
Reservoir,9/99 Barton St,2,u,335000,22/08/2016,11.2,3073,1,1,0
Reservoir,30 Boldrewood Pde,3,h,670500,22/08/2016,11.2,3073,1,2,654
Reservoir,89 Cheddar Rd,5,h,1050000,22/08/2016,11.2,3073,2,1,578
Reservoir,2/7 Colthur St,3,u,475000,22/08/2016,11.2,3073,1,2,521
Reservoir,4/32 Crookston Rd,2,u,440000,22/08/2016,11.2,3073,1,1,153
Reservoir,30 Kinsale St,3,h,851500,22/08/2016,11.2,3073,1,1,0
Reservoir,129 Spring St,2,h,623500,22/08/2016,11.2,3073,1,0,452
Reservoir,52 Wilson Bvd,4,h,830000,22/08/2016,11.2,3073,1,4,791
Reservoir,14 Beenak St,3,h,572000,23/04/2016,11.2,3073,1,2,41400
Reservoir,1/15 Delaware St,3,h,600000,23/04/2016,11.2,3073,2,2,0
Reservoir,2/15 Delaware St,3,h,450000,23/04/2016,11.2,3073,2,2,185
Reservoir,2/2 Elsey Rd,2,u,525000,23/04/2016,11.2,3073,1,2,284
Reservoir,17 Ramleh Rd,3,h,692500,23/04/2016,11.2,3073,2,2,803
Reservoir,163 Spring St,4,h,790000,23/04/2016,11.2,3073,2,2,1090
Reservoir,70 Barry St,3,h,785000,24/09/2016,11.2,3073,1,1,719
Reservoir,16 Cool St,2,h,840000,24/09/2016,11.2,3073,1,1,714
Reservoir,30 Davidson St,5,h,925000,24/09/2016,11.2,3073,3,4,922
Reservoir,906 High St,3,h,700000,24/09/2016,11.2,3073,1,1,621
Reservoir,5 Jess St,4,h,801000,24/09/2016,11.2,3073,1,2,771
Reservoir,1/164 Leamington St,1,u,216000,24/09/2016,11.2,3073,1,1,0
Reservoir,2/164 Leamington St,1,u,220000,24/09/2016,11.2,3073,1,1,0
Reservoir,57 Newton St,3,h,866000,24/09/2016,11.2,3073,1,2,569
Reservoir,6/5 Seaver Gr,2,u,340000,24/09/2016,11.2,3073,1,1,151
Reservoir,27 Banff St,2,h,500250,25/02/2017,11.2,3073,1,1,425
Reservoir,2/1 Clark St,1,h,395000,25/02/2017,11.2,3073,1,1,94
Reservoir,33 Edwardes St,3,h,810000,25/02/2017,11.2,3073,2,3,486
Reservoir,89 Henty St,2,h,790000,25/02/2017,11.2,3073,1,1,585
Reservoir,2/2 Leamington St,2,u,465000,25/02/2017,11.2,3073,1,1,111
Reservoir,273 Mahoneys Rd,3,h,601000,25/02/2017,11.2,3073,1,2,460
Reservoir,103 McMahon Rd,2,h,772000,25/02/2017,11.2,3073,1,1,0
Reservoir,33 Shand Rd,2,h,968000,25/02/2017,11.2,3073,1,2,631
Reservoir,7 Thackeray Rd,3,h,928000,25/02/2017,11.2,3073,1,1,696
Reservoir,5/25 Ashley St,2,u,300000,26/07/2016,11.2,3073,1,1,87
Reservoir,4/18 Gourock St,2,t,420000,26/07/2016,11.2,3073,1,2,153
Reservoir,1 Harmer St,4,h,885000,26/07/2016,11.2,3073,2,3,936
Reservoir,4/1067 High St,2,u,240000,26/07/2016,11.2,3073,1,1,82
Reservoir,42 Kingsley Rd,3,h,815000,26/07/2016,11.2,3073,1,2,550
Reservoir,28 Mendip Rd,3,h,882500,26/07/2016,11.2,3073,2,2,681
Reservoir,54 Pine St,3,h,793000,26/07/2016,11.2,3073,1,2,589
Reservoir,1/21 Crookston Rd,3,h,550000,27/06/2016,11.2,3073,2,2,260
Reservoir,1/173 Edwardes St,2,u,477000,27/06/2016,11.2,3073,1,2,115
Reservoir,1/14 Ludeman Ct,2,u,433000,27/06/2016,11.2,3073,1,1,236
Reservoir,6 Mattea Ct,3,u,672000,27/06/2016,11.2,3073,1,2,855
Reservoir,124 Rathcown Rd,2,h,680000,27/06/2016,11.2,3073,1,1,750
Reservoir,15 Berwick St,3,h,751000,27/11/2016,11.2,3073,1,2,604
Reservoir,10 Dumbarton St,3,h,851000,27/11/2016,11.2,3073,1,1,826
Reservoir,657 Gilbert Rd,3,h,777000,27/11/2016,11.2,3073,1,2,480
Reservoir,24 Home St,4,h,1162000,27/11/2016,11.2,3073,3,4,695
Reservoir,89 McMahon Rd,3,h,620000,27/11/2016,11.2,3073,1,2,653
Reservoir,1 Mendip Rd,3,h,1025000,27/11/2016,11.2,3073,1,4,670
Reservoir,72 Oconnor St,3,h,762500,27/11/2016,11.2,3073,1,2,677
Reservoir,40 Powell St,3,h,832000,27/11/2016,11.2,3073,1,2,496
Reservoir,17 Steane St,5,h,820000,27/11/2016,11.2,3073,2,2,737
Reservoir,81 Barton St,3,h,784000,28/05/2016,11.2,3073,1,2,602
Reservoir,16 Birdwood St,4,h,1186000,28/05/2016,11.2,3073,1,2,895
Reservoir,11 Carrington Rd,3,h,665000,28/05/2016,11.2,3073,1,1,467
Reservoir,1/9 Daventry St,2,u,405000,28/05/2016,11.2,3073,1,1,121
Reservoir,1/23 George St,2,u,431000,28/05/2016,11.2,3073,1,1,139
Reservoir,39 Leamington St,4,h,885000,28/05/2016,11.2,3073,2,2,508
Reservoir,6 MacKenzie St,3,h,718500,28/05/2016,11.2,3073,1,6,807
Reservoir,12 Nutwood St,5,h,762500,28/05/2016,11.2,3073,2,2,548
Reservoir,20 Rodman St,3,h,737000,28/05/2016,11.2,3073,3,6,957
Reservoir,56 Gloucester St,3,h,810000,28/08/2016,11.2,3073,2,2,279
Reservoir,42 Oconnor St,2,h,610000,28/08/2016,11.2,3073,1,2,383
Reservoir,4/77 Pine St,2,u,430000,28/08/2016,11.2,3073,1,1,152
Reservoir,39 Shand Rd,2,h,730000,28/08/2016,11.2,3073,1,2,637
Reservoir,183 Wilson Bvd,4,h,680000,28/08/2016,11.2,3073,1,2,561
Reservoir,27 Ashton St,3,h,705000,30/07/2016,11.2,3073,1,1,437
Reservoir,46 Bourke St,3,h,705000,30/07/2016,11.2,3073,1,3,513
Reservoir,2/14 Ludeman Ct,2,u,390000,30/07/2016,11.2,3073,1,1,133
Richmond,24 Butler St,2,h,937000,3/09/2016,2.6,3121,1,1,125
Richmond,81 Erin St,3,h,1260000,3/09/2016,2.6,3121,1,0,203
Richmond,52 Lyndhurst St,3,t,1236000,3/09/2016,2.6,3121,2,1,675
Richmond,409/120 Palmer St,2,u,540000,3/09/2016,2.6,3121,2,1,656
Richmond,6/25 River St,2,u,795250,3/09/2016,2.6,3121,1,2,0
Richmond,29/9 Tennyson St,2,u,582000,3/09/2016,2.6,3121,1,1,0
Richmond,2/65 Westbank Tce,1,u,500000,3/09/2016,2.6,3121,1,1,0
Richmond,7 Bank St,3,h,1600000,3/12/2016,2.6,3121,2,1,115
Richmond,29 Bowen St,3,h,2180000,3/12/2016,2.6,3121,2,2,345
Richmond,3/11 Brougham St,1,u,370000,3/12/2016,2.6,3121,1,1,502
Richmond,131 Lord St,4,h,3335000,3/12/2016,2.6,3121,2,2,319
Richmond,60 Somerset St,2,h,935000,3/12/2016,2.6,3121,1,1,67
Richmond,234 Coppin St,3,h,1102000,4/02/2016,2.6,3121,2,0,194
Richmond,502/39 Bosisto St,1,u,437500,4/03/2017,2.6,3121,1,1,778
Richmond,412/10 Burnley St,1,u,421000,4/03/2017,2.6,3121,1,1,8223
Richmond,3/24 Davison St,2,u,479000,4/03/2017,2.6,3121,1,1,534
Richmond,78 Davison St,5,h,3200000,4/03/2017,2.6,3121,3,3,618
Richmond,28/81 Edinburgh St,2,u,479000,4/03/2017,2.6,3121,1,1,0
Richmond,32 Jubilee Pl,2,h,1042500,4/03/2017,2.6,3121,1,1,80
Richmond,318/185 Lennox St,2,u,655000,4/03/2017,2.6,3121,1,1,1725
Richmond,45 Lord St,2,h,1130000,4/03/2017,2.6,3121,2,3,114
Richmond,414/6 Lord St,2,u,561000,4/03/2017,2.6,3121,1,1,2571
Richmond,101/18 Tanner St,2,u,635000,4/03/2017,2.6,3121,2,1,2740
Richmond,247 Church St,3,h,1010000,4/06/2016,2.6,3121,1,1,199
Richmond,32 Duke St,2,h,1025000,4/06/2016,2.6,3121,1,1,169
Richmond,193 Mary St,2,h,1102000,4/06/2016,2.6,3121,1,1,167
Richmond,36/86 Burnley St,2,u,550000,6/08/2016,2.6,3121,1,2,0
Richmond,21 Gardner St,3,h,1152500,6/08/2016,2.6,3121,2,1,78
Richmond,33a River St,4,h,1375000,6/08/2016,2.6,3121,2,2,58
Richmond,28 Stawell St,3,h,1422000,6/08/2016,2.6,3121,1,0,339
Richmond,52 Brighton St,2,h,1506000,7/05/2016,2.6,3121,2,1,220
Richmond,31 Johnson St,3,h,1350000,7/05/2016,2.6,3121,1,2,332
Richmond,21 Leslie St,3,h,1090000,7/05/2016,2.6,3121,1,3,283
Richmond,110/61 Stawell St,1,u,405000,7/05/2016,2.6,3121,1,1,7455
Richmond,305/28 Burnley St,1,u,327000,7/11/2016,2.6,3121,1,1,0
Richmond,30 Cameron St,3,h,1474000,7/11/2016,2.6,3121,1,0,238
Richmond,32 Cameron St,3,h,1555000,7/11/2016,2.6,3121,1,0,250
Richmond,315/6 Lord St,1,u,500000,7/11/2016,2.6,3121,1,1,0
Richmond,53/69 Palmer St,2,u,815000,7/11/2016,2.6,3121,2,2,0
Richmond,12/104 Rowena Pde,1,u,345000,7/11/2016,2.6,3121,1,0,0
Richmond,406/20 Burnley St,1,u,345000,8/10/2016,2.6,3121,1,1,8223
Richmond,255 Coppin St,3,h,1275000,8/10/2016,2.6,3121,1,2,204
Richmond,13 McKay St,3,h,1150000,8/10/2016,2.6,3121,1,0,176
Richmond,249 Punt Rd,4,h,950000,8/10/2016,2.6,3121,1,0,254
Richmond,303/18 Tanner St,2,h,270000,8/10/2016,2.6,3121,1,1,0
Richmond,229/253 Bridge Rd,1,u,439000,10/09/2016,2.6,3121,1,1,3516
Richmond,12/200 Brighton St,2,u,695000,10/09/2016,2.6,3121,1,2,0
Richmond,6/33 Goodwood St,2,u,512000,10/09/2016,2.6,3121,1,1,0
Richmond,2/175 Kent St,2,t,855000,10/09/2016,2.6,3121,1,1,92
Richmond,503/6 Lord St,2,u,1040000,10/09/2016,2.6,3121,2,2,0
Richmond,5/285 Punt Rd,1,u,342000,10/09/2016,2.6,3121,1,1,0
Richmond,508/18 Tanner St,1,u,681000,10/09/2016,2.6,3121,1,1,0
Richmond,6 Berry St,2,h,900000,10/12/2016,2.6,3121,1,0,95
Richmond,50B Duke St,3,h,1250000,10/12/2016,2.6,3121,2,1,120
Richmond,22 Garfield St,2,h,990000,10/12/2016,2.6,3121,1,1,117
Richmond,8 George St,2,h,1189000,10/12/2016,2.6,3121,1,0,158
Richmond,308 Lennox St,2,h,1220000,10/12/2016,2.6,3121,1,1,166
Richmond,47 Lord St,2,h,1220000,10/12/2016,2.6,3121,1,1,80
Richmond,149 Mary St,3,h,1100000,10/12/2016,2.6,3121,1,0,162
Richmond,26 Thomas St,3,h,1346000,10/12/2016,2.6,3121,1,0,187
Richmond,28/8 Hull St,2,u,450000,11/02/2017,2.6,3121,1,1,0
Richmond,73 Brighton St,2,h,1340000,12/11/2016,2.6,3121,1,0,178
Richmond,36 Charlotte St,2,h,1421000,12/11/2016,2.6,3121,1,0,196
Richmond,25 Egan St,3,h,1074000,12/11/2016,2.6,3121,1,0,245
Richmond,8 Hodgson Tce,3,h,1205000,12/11/2016,2.6,3121,1,0,164
Richmond,35A Hunter St,2,t,1430000,12/11/2016,2.6,3121,2,2,153
Richmond,41 Shelley St,3,h,1465000,12/11/2016,2.6,3121,2,2,233
Richmond,7/42 Baker St,2,u,391000,13/08/2016,2.6,3121,1,1,0
Richmond,41 Clifton St,2,h,1035000,13/08/2016,2.6,3121,1,0,108
Richmond,9/13 Manton St,2,u,530000,13/08/2016,2.6,3121,1,1,0
Richmond,38a Buckingham St,2,t,930000,14/05/2016,2.6,3121,1,1,97
Richmond,77 Buckingham St,3,h,1182000,14/05/2016,2.6,3121,1,1,199
Richmond,143 Burnley St,2,h,777500,14/05/2016,2.6,3121,1,1,151
Richmond,27 Glass St,3,h,1115000,14/05/2016,2.6,3121,2,2,129
Richmond,704/8 Howard St,3,u,760000,14/05/2016,2.6,3121,2,1,0
Richmond,10/8 Hull St,2,u,640000,14/05/2016,2.6,3121,1,2,0
Richmond,292 Lennox St,3,h,1710000,14/05/2016,2.6,3121,2,2,202
Richmond,8 Malleson St,3,h,1420000,14/05/2016,2.6,3121,1,0,198
Richmond,603/120 Palmer St,1,u,390000,14/05/2016,2.6,3121,1,1,0
Richmond,3 Portland St,3,h,3020000,14/05/2016,2.6,3121,2,2,389
Richmond,31 Westbank Tce,3,h,1346000,14/05/2016,2.6,3121,1,1,207
Richmond,106/28 Burnley St,1,u,380000,15/10/2016,2.6,3121,1,1,0
Richmond,6/366 Church St,2,u,680000,15/10/2016,2.6,3121,1,1,0
Richmond,4a Gardner St,2,t,1081000,15/10/2016,2.6,3121,1,1,126
Richmond,42 Hunter St,2,h,860000,15/10/2016,2.6,3121,2,0,74
Richmond,48 Rooney St,3,h,1820000,15/10/2016,2.6,3121,1,1,410
Richmond,35 Shelley St,2,h,905000,15/10/2016,2.6,3121,1,0,139
Richmond,401/18 Tanner St,2,u,691000,15/10/2016,2.6,3121,2,1,0
Richmond,29 Bennett St,3,h,1088000,16/04/2016,2.6,3121,3,2,168
Richmond,2/310 Burnley St,3,t,911000,16/04/2016,2.6,3121,2,1,0
Richmond,30 Highett St,4,h,3001000,16/04/2016,2.6,3121,3,1,544
Richmond,9/63 Stawell St,2,u,638000,16/04/2016,2.6,3121,2,1,0
Richmond,80 Bunting St,2,h,951000,16/07/2016,2.6,3121,1,0,108
Richmond,215 Burnley St,2,h,912000,16/07/2016,2.6,3121,1,2,204
Richmond,6/361 Church St,1,u,415000,16/07/2016,2.6,3121,1,1,0
Richmond,158 Mary St,3,h,1285000,16/07/2016,2.6,3121,2,1,133
Richmond,3 Type St,2,h,1220000,16/07/2016,2.6,3121,1,1,219
Richmond,18 Buckingham St,3,h,900000,17/09/2016,2.6,3121,3,1,58
Richmond,36 Elm Gr,3,h,1695000,17/09/2016,2.6,3121,1,3,210
Richmond,6 Kennedy St,3,h,1365000,17/09/2016,2.6,3121,1,1,301
Richmond,117 Lord St,2,h,1088000,17/09/2016,2.6,3121,1,0,158
Richmond,110 Mary St,3,h,1765000,17/09/2016,2.6,3121,1,2,332
Richmond,58 Rooney St,2,h,1045000,17/09/2016,2.6,3121,1,2,200
Richmond,8 Survey St,4,h,1591000,17/09/2016,2.6,3121,2,1,263
Richmond,305/45 York St,1,u,402000,17/09/2016,2.6,3121,1,1,0
Richmond,6 Brady St,3,h,1275000,18/03/2017,2.6,3121,2,1,132
Richmond,83 Buckingham St,2,h,1035000,18/03/2017,2.6,3121,1,0,100
Richmond,48 Docker St,3,h,2000000,18/03/2017,2.6,3121,2,0,194
Richmond,16/10 Elaine Ct,3,u,931000,18/03/2017,2.6,3121,2,2,0
Richmond,14 Hunter St,3,h,2640000,18/03/2017,2.6,3121,1,1,309
Richmond,21A Kent St,2,t,842000,18/03/2017,2.6,3121,2,1,0
Richmond,9 Type St,4,h,1510000,18/03/2017,2.6,3121,2,0,0
Richmond,40 York St,3,h,1550000,18/03/2017,2.6,3121,2,1,131
Richmond,134 Coppin St,3,h,1456000,18/06/2016,2.6,3121,2,1,157
Richmond,28 Corsair St,2,h,1145000,18/06/2016,2.6,3121,1,0,170
Richmond,27/16 Goodwood St,2,t,810000,18/06/2016,2.6,3121,1,1,94
Richmond,5 Koorang La,3,h,1100000,18/06/2016,2.6,3121,2,1,66
Richmond,1 Newry St,2,h,1220000,18/06/2016,2.6,3121,1,2,198
Richmond,7/1 Princess St,2,t,895000,18/06/2016,2.6,3121,1,1,0
Richmond,20 Stillman St,2,h,1430000,18/06/2016,2.6,3121,1,2,292
Richmond,45 Westbank Tce,2,h,1045000,18/06/2016,2.6,3121,1,1,138
Richmond,7 Bowen St,3,h,2000000,19/11/2016,2.6,3121,2,1,217
Richmond,10/200 Brighton St,2,u,646000,19/11/2016,2.6,3121,1,1,0
Richmond,207/12 Coppin St,2,u,660000,19/11/2016,2.6,3121,2,1,0
Richmond,51 Hunter St,2,h,1145000,19/11/2016,2.6,3121,1,1,197
Richmond,103/8 Howard St,1,u,380000,22/05/2016,2.6,3121,1,1,0
Richmond,2 Kimber St,3,h,1285000,22/05/2016,2.6,3121,2,1,123
Richmond,249 Punt Rd,4,h,905000,22/05/2016,2.6,3121,1,0,254
Richmond,31/15 River Bvd,2,u,750000,22/05/2016,2.6,3121,2,1,0
Richmond,140/73 River St,2,u,604000,22/05/2016,2.6,3121,2,2,0
Richmond,176 Buckingham St,4,h,1645000,22/08/2016,2.6,3121,2,1,249
Richmond,301/633 Church St,3,u,945000,22/08/2016,2.6,3121,2,1,0
Richmond,7/182 Coppin St,1,u,306000,22/08/2016,2.6,3121,1,1,0
Richmond,19 Dickens St,3,h,1270000,22/08/2016,2.6,3121,1,1,181
Richmond,23a Dickmann St,3,t,975000,22/08/2016,2.6,3121,1,1,383
Richmond,1 Griffiths St,2,h,1105000,22/08/2016,2.6,3121,2,1,55
Richmond,8 Neptune St,2,h,965000,22/08/2016,2.6,3121,1,0,158
Richmond,606/120 Palmer St,2,u,620000,22/08/2016,2.6,3121,2,1,650
Richmond,4/1 Princess St,3,h,1100000,22/08/2016,2.6,3121,2,1,126
Richmond,211/18 Tanner St,1,u,450000,22/08/2016,2.6,3121,1,1,0
Richmond,29 Westbank Tce,3,h,1850000,22/08/2016,2.6,3121,2,1,203
Richmond,57 Neptune St,3,h,1650000,23/04/2016,2.6,3121,2,1,312
Richmond,41 Cameron St,3,h,1320000,24/09/2016,2.6,3121,2,2,171
Richmond,320 Church St,3,h,1651000,24/09/2016,2.6,3121,2,1,192
Richmond,2 Francis St,3,h,1032000,24/09/2016,2.6,3121,1,0,128
Richmond,3 Jika Pl,3,h,915000,24/09/2016,2.6,3121,3,1,140
Richmond,3 Mary St,3,h,1075000,24/09/2016,2.6,3121,1,0,148
Richmond,46 Park Gr,4,h,1800000,24/09/2016,2.6,3121,2,0,288
Richmond,3/77 River St,3,u,791500,24/09/2016,2.6,3121,2,2,0
Richmond,22a Stanley St,3,h,1600000,24/09/2016,2.6,3121,2,2,80
Richmond,10 Botherambo St,2,t,1200000,25/02/2017,2.6,3121,2,1,170
Richmond,288 Church St,3,h,1555000,25/02/2017,2.6,3121,2,1,189
Richmond,25 Dickmann St,3,h,1361000,25/02/2017,2.6,3121,2,1,99
Richmond,12 Longfield St,3,h,1540000,25/02/2017,2.6,3121,1,1,0
Richmond,1/7 Sanders Pl,3,t,1582000,25/02/2017,2.6,3121,3,2,119
Richmond,302/366 Church St,2,u,712000,26/07/2016,2.6,3121,1,1,0
Richmond,28 Farmer St,3,h,2055000,26/07/2016,2.6,3121,1,1,331
Richmond,23 Gardner St,3,t,1012000,27/06/2016,2.6,3121,2,1,80
Richmond,239 Punt Rd,3,h,1570000,27/06/2016,2.6,3121,1,2,248
Richmond,30 Rowena Pde,3,h,1345000,27/06/2016,2.6,3121,1,1,209
Richmond,201/61 Stawell St,1,u,410000,27/06/2016,2.6,3121,1,1,0
Richmond,3/61 Stawell St,2,u,696000,27/06/2016,2.6,3121,2,1,0
Richmond,5 Birch Sq,3,h,1350000,27/11/2016,2.6,3121,2,2,133
Richmond,4 Burgess St,3,h,1405000,27/11/2016,2.6,3121,1,2,212
Richmond,601/10 Burnley St,1,u,362000,27/11/2016,2.6,3121,1,1,0
Richmond,408/633 Church St,2,u,760000,27/11/2016,2.6,3121,1,1,0
Richmond,5/10 Elaine Ct,2,u,807000,27/11/2016,2.6,3121,2,2,0
Richmond,1 Hodgson Tce,3,h,1495000,27/11/2016,2.6,3121,2,1,159
Richmond,9 Hosie St,3,h,1410000,27/11/2016,2.6,3121,1,0,224
Richmond,104/8 Howard St,1,u,385000,27/11/2016,2.6,3121,1,1,0
Richmond,52 Hunter St,2,h,1150000,27/11/2016,2.6,3121,1,0,156
Richmond,3 Longfield St,3,h,1400000,27/11/2016,2.6,3121,1,2,0
Richmond,25 Palmer St,4,h,1775000,27/11/2016,2.6,3121,1,0,434
Richmond,4/199 Punt Rd,1,u,360000,27/11/2016,2.6,3121,1,1,1332
Richmond,43 Type St,3,h,1270000,27/11/2016,2.6,3121,1,1,152
Richmond,50 Canterbury St,2,h,827500,28/05/2016,2.6,3121,1,0,127
Richmond,183 Mary St,4,h,1500000,28/05/2016,2.6,3121,2,1,162
Richmond,153/73 River St,2,u,560000,28/05/2016,2.6,3121,2,1,0
Richmond,21 Crown St,3,h,1165000,28/08/2016,2.6,3121,1,1,167
Richmond,219/6 Lord St,2,u,790000,28/08/2016,2.6,3121,2,1,0
Richmond,2 Peers St,2,h,870000,28/08/2016,2.6,3121,1,1,100
Richmond,29a Abinger St,3,h,1185000,30/07/2016,2.6,3121,2,1,135
Richmond,20 Lincoln St,4,h,1212500,30/07/2016,2.6,3121,3,2,108
Richmond,24 The Crofts,2,h,1125000,30/07/2016,2.6,3121,1,0,103
Richmond,5 Union St,3,h,1520000,30/07/2016,2.6,3121,1,2,248
Rosanna,20 Rowell St,5,h,1101500,3/09/2016,11.4,3084,2,1,629
Rosanna,21 Darvall St,2,h,971000,4/06/2016,11.4,3084,1,1,608
Rosanna,101 Ellesmere Pde,4,h,1020000,7/05/2016,11.4,3084,2,2,843
Rosanna,2/236 Lower Plenty Rd,3,u,560000,7/05/2016,11.4,3084,1,1,213
Rosanna,21 Ruthven St,3,h,1050000,7/05/2016,11.4,3084,1,2,1016
Rosanna,48 Grove Rd,3,h,1155000,10/09/2016,11.4,3084,2,1,608
Rosanna,16/77 St James Rd,2,t,531000,10/09/2016,11.4,3084,1,1,83
Rosanna,166 Rosanna Rd,3,h,620000,10/12/2016,11.4,3084,1,0,454
